,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,target
0,1.3061185436026628,0.3615075258614838,-0.1952018435985076,2.570307666756703,-0.8270187172033918,0.7985140235710046,0.2348628077507653,-1.2522647705913226,-2.528702054114163,-0.1734321230362892,0
1,-1.3241727990840246,-0.2350604734734545,4.033025406474595,-3.111144212234827,-1.6874870870576273,-0.7627356605222729,-0.19502648157421315,-3.846832543325777,-2.123776783665531,-0.5746921834519274,1
2,-2.3773831682611064,0.7959752107829197,1.9111264943777901,-1.9328872722547235,-1.1157101288677271,0.2628933867938139,-0.3478533392873567,-1.3579646581003153,-1.3089864846892523,-2.114674857852826,1
3,-0.9097659769426009,1.2056668095463028,-1.4032181121890703,2.380650504400685,-2.3879938430014414,2.7047742072156025,-0.5187789302424634,0.8821185523529506,-1.8511442707389754,1.0985720671151502,0
4,0.4659504231015845,0.10505525195567755,2.6275001783456675,-1.7979747823348062,-3.1981259797223727,-1.5385031981285935,0.9124838759695757,0.30399593231092925,2.740678922170865,-0.4115748310708023,0
5,-1.5222660568954038,-1.0714424569657024,0.9527381827426965,0.42427177298428076,-0.4349718779740238,-0.22213379909941322,-0.21237714602160726,1.144426345957934,-1.4819346798914188,-1.5247038942165954,0
6,0.43496355383967195,1.1509058197401174,-2.2422954266684947,-0.8070475246712789,0.6565127367400363,-1.2320195765901243,0.3898877210863393,1.2912005573483614,-0.5757959199668463,0.7771263533979289,1
7,0.33148707583849985,-0.47979910762409217,-1.1108236521186907,1.0020668566518107,0.4063706099490072,0.8802560641472159,0.19285577033517706,3.0556230269502396,-0.08323855139743197,-1.2644756990753236,0
8,1.0017139779721773,-1.6888069407244335,1.3454882599109157,0.7106230486095595,-2.142804196207142,1.187013257054452,-0.8096162219893551,3.5447645539239923,0.40357158890173395,-1.128815664371267,0
9,1.724791499321293,-0.4843427123705848,-0.12171151330457841,-0.4247884379995346,2.916748833022826,1.94330643597916,-1.2800103977144066,-0.7555794982623838,-0.08268128349454129,-1.5157762615268862,1
10,0.450901022722416,2.536329597345064,-5.4945621167756435,-0.13052923855687304,1.8192965845817715,-0.5706582524226738,-1.5970099742707295,2.034180148036773,-1.7378637429343913,2.3418285922057733,0
11,-1.5698803508679635,0.1901828092906802,-1.8173007923161535,1.4320888268485619,-0.7059489878396996,-1.5427506362204073,0.14287655261416118,0.5002886281265451,-2.3424360480262605,2.631862233776534,0
12,1.178000336935138,0.5647916600125356,-2.7791907127105433,1.8526950773451119,-0.5220116014069355,1.1196006534305318,1.8649905438767378,2.0707568946679533,-1.5459865954799228,2.09943424154486,0
13,-2.300179895563996,-0.943392403839028,3.326443711833394,-0.27826949559700287,-4.232354766278604,-2.4533463610609756,-0.7498108683577573,-1.2293175300471355,-0.7943864272243465,1.3774376432598072,0
